FECHA (YYMMDD);HORA (HHMM);Humedad Relativa (%);
250323;2200;25,2875;
250323;2300;29,6975;
250324;0000;30,615;
250324;0100;32,4775;
250324;0200;33,5075;
250324;0300;32,22;
250324;0400;31,6375;
250324;0500;36,4125;
250324;0600;41,1775;
250324;0700;44,13;
250324;0800;42,7725;
250324;0900;28,8025;
250324;1000;23,6325;
250324;1100;21,26;
250324;1200;18,815;
250324;1300;18,15;
250324;1400;24,95;
250324;1500;29,83;
250324;1600;36,765;
250324;1700;48,4725;
250324;1800;66,865;
250324;1900;76,6875;
250324;2000;81,9;
250324;2100;86,55;
250324;2200;89,45;
250324;2300;89,525;
250325;0000;89,05;
250325;0100;90,8;
250325;0200;93,2;
250325;0300;94,925;
250325;0400;94,725;
250325;0500;95,4;
250325;0600;95,025;
250325;0700;99,25;
250325;0800;92,825;
250325;0900;85,85;
250325;1000;87,35;
250325;1100;78,765;
250325;1200;67,5725;
250325;1300;62,4625;
250325;1400;61,285;
250325;1500;62,7675;
250325;1600;69,0375;
250325;1700;75,9926;
250325;1800;82,875;
250325;1900;86,475;
250325;2000;89,975;
250325;2100;93,8;
250325;2200;91,575;
250325;2300;87,475;
250326;0000;90,3;
250326;0100;90,775;
250326;0200;88,825;
250326;0300;91,95;
250326;0400;92,45;
250326;0500;91,4;
250326;0600;92,575;
250326;0700;88,425;
250326;0800;83,45;
250326;0900;78,4575;
250326;1000;78,385;
250326;1100;68,24;
250326;1200;57,1225;
250326;1300;51,41;
250326;1400;46,8225;
250326;1500;45,505;
250326;1600;46,655;
250326;1700;55,84;
250326;1800;59,495;
250326;1900;70,0551;
250326;2000;79,77;
250326;2100;85,25;
250326;2200;88,05;
250326;2300;90,525;
250327;0000;92,525;
250327;0100;94,325;
250327;0200;94,7;
250327;0300;97,6;
250327;0400;100;
250327;0500;100;
250327;0600;100;
250327;0700;100;
250327;0800;100;
250327;0900;89,35;
250327;1000;76,7375;
250327;1100;69,4525;
250327;1200;64,6226;
250327;1300;61,615;
250327;1400;66,2625;
250327;1500;69,3;
250327;1600;74,2574;
250327;1700;76,7075;
250327;1800;75,2375;
250327;1900;82,675;
250327;2000;85,3;
250327;2100;87;
250327;2200;87,075;
250327;2300;87,325;
250328;0000;88,025;
250328;0100;88,625;
250328;0200;86,95;
250328;0300;87,625;
250328;0400;89;
250328;0500;90,325;
250328;0600;91,875;
250328;0700;94,225;
250328;0800;87,525;
250328;0900;77,1725;
250328;1000;62,5825;
250328;1100;53,61;
250328;1200;54,2067;
250328;1300;58,735;
250328;1400;55,9375;
250328;1500;57,2125;
250328;1600;51,22;
250328;1700;56,66;
250328;1800;71,9675;
250328;1900;86,7;
250328;2000;96,725;
250328;2100;100;
250328;2200;100;
250328;2300;100;
250329;0000;100;
250329;0100;100;
250329;0200;100;
250329;0300;100;
250329;0400;100;
250329;0500;100;
250329;0600;100;
250329;0700;100;
250329;0800;100;
250329;0900;99,775;
250329;1000;88,725;
250329;1100;81,75;
250329;1200;77,775;
250329;1300;71,9425;
250329;1400;76,3726;
250329;1500;79,9275;
250329;1600;84,13;
250329;1700;93,15;
250329;1800;99,925;
250329;1900;99,425;
250329;2000;100;
250329;2100;100;
250329;2200;100;
250329;2300;100;
250330;0000;97,3;
250330;0100;86,175;
250330;0200;84;
250330;0300;84,175;
250330;0400;86,425;
250330;0500;87,55;
250330;0600;88,175;
250330;0700;86,625;
250330;0800;74,3051;
250330;0900;56,24;
250330;1000;55,485;
250330;1100;52,385;
250330;1200;53,095;
250330;1300;48,5275;
250330;1400;50,2625;
250330;1500;48,81;
250330;1600;50,0775;
250330;1700;55,755;
250330;1800;62,6575;
250330;1900;68,8726;
250330;2000;69,415;
250330;2100;73,675;
250330;2200;82,45;
250330;2300;89,625;
250331;0000;95;
250331;0100;99,05;
250331;0200;100;
250331;0300;100;
250331;0400;100;
250331;0500;100;
250331;0600;100;
250331;0700;100;
250331;0800;99,925;
250331;0900;85,8475;
250331;1000;52,18;
250331;1100;42,0525;
250331;1200;37,2125;
250331;1300;36,39;
250331;1400;41,4325;
250331;1500;40,99;
250331;1600;45;
250331;1700;50,8475;
250331;1800;56,9825;
250331;1900;64,3975;
250331;2000;73,1625;
250331;2100;80,36;
250331;2200;86,05;
250331;2300;90,6;
250401;0000;92,95;
250401;0100;95,825;
250401;0200;99,825;
250401;0300;100;
250401;0400;100;
250401;0500;100;
250401;0600;100;
250401;0700;100;
250401;0800;100;
250401;0900;100;
250401;1000;87,29;
250401;1100;52,72;
250401;1200;46,89;
250401;1300;45,235;
250401;1400;41,2525;
250401;1500;40,765;
250401;1600;42,875;
250401;1700;51,33;
250401;1800;60,46;
250401;1900;67,4575;
250401;2000;74,8375;
250401;2100;79,785;
250401;2200;83,95;
250401;2300;89,725;
250402;0000;92,7;
250402;0100;93,475;
250402;0200;97,35;
250402;0300;100;
250402;0400;100;
250402;0500;100;
250402;0600;100;
250402;0700;100;
250402;0800;100;
250402;0900;92,25;
250402;1000;75,9825;
250402;1100;59,345;
250402;1200;54,5675;
250402;1300;50,8725;
250402;1400;50,0425;
250402;1500;54,03;
250402;1600;57,29;
250402;1700;60,9275;
250402;1800;67,9401;
250402;1900;71,0601;
250402;2000;73,1;
250402;2100;74,45;
250402;2200;79,5601;
250402;2300;79,48;
250403;0000;81,6;
250403;0100;88,875;
250403;0200;92,525;
250403;0300;99,575;
250403;0400;100;
250403;0500;100;
250403;0600;100;
250403;0700;93,175;
250403;0800;83,2426;
250403;0900;68,655;
250403;1000;57,3075;
250403;1100;45,62;
250403;1200;35,12;
250403;1300;27,94;
250403;1400;22,4425;
250403;1500;25,0925;
250403;1600;28,4175;
250403;1700;31,32;
250403;1800;44,555;
250403;1900;54,1125;
250403;2000;61,61;
250403;2100;69,5575;
250403;2200;71,1925;
250403;2300;59,775;
250404;0000;67,3;
250404;0100;56,925;
250404;0200;54,395;
250404;0300;64,6825;
250404;0400;66,41;
250404;0500;66,0651;
250404;0600;72,1176;
250404;0700;78,7925;
250404;0800;67,6675;
250404;0900;59,185;
250404;1000;43,095;
250404;1100;32,4175;
250404;1200;31,0525;
250404;1300;25,03;
250404;1400;22,0875;
250404;1500;34,655;
250404;1600;41,21;
250404;1700;46,2375;
250404;1800;58,8975;
250404;1900;88,375;
250404;2000;99,775;
250404;2100;100;
250404;2200;96,5;
250404;2300;92,2;
250405;0000;93,2;
250405;0100;93,275;
250405;0200;93,225;
250405;0300;92,025;
250405;0400;88,525;
250405;0500;87,125;
250405;0600;86,075;
250405;0700;84,275;
250405;0800;83;
250405;0900;79,675;
250405;1000;71,1324;
250405;1100;68,73;
250405;1200;65,2675;
250405;1300;61,365;
250405;1400;59,2375;
250405;1500;59,1575;
250405;1600;66,1851;
250405;1700;69,59;
250405;1800;76,125;
250405;1900;84,325;
250405;2000;85,45;
250405;2100;86,6;
250405;2200;85,975;
250405;2300;85,9;
250406;0000;89,1;
250406;0100;89,275;
250406;0200;90,25;
250406;0300;91,325;
250406;0400;93,3;
250406;0500;94,925;
250406;0600;95,4;
250406;0700;93,3;
250406;0800;91,35;
250406;0900;86,225;
250406;1000;79,4725;
250406;1100;69,6025;
250406;1200;58,7625;
250406;1300;57,295;
250406;1400;54,5425;
250406;1500;54,985;
250406;1600;61,1525;
250406;1700;66,2526;
250406;1800;78,1025;
250406;1900;85,275;
250406;2000;88,95;
250406;2100;91;
250406;2200;94,225;
250406;2300;99,125;
250407;0000;100;
250407;0100;100;
250407;0200;100;
250407;0300;100;
250407;0400;100;
250407;0500;100;
250407;0600;100;
250407;0700;100;
250407;0800;100;
250407;0900;100;
250407;1000;90,8275;
250407;1100;65,4325;
250407;1200;53,75;
250407;1300;51,1125;
250407;1400;44,2325;
250407;1500;48,215;
250407;1600;49,1875;
250407;1700;53,58;
250407;1800;67,33;
250407;1900;82,2526;
250407;2000;87,025;
250407;2100;91,45;
250407;2200;95,35;
250407;2300;99,25;
250408;0000;100;
250408;0100;100;
250408;0200;100;
250408;0300;100;
250408;0400;100;
250408;0500;100;
250408;0600;100;
250408;0700;100;
250408;0800;100;
250408;0900;100;
250408;1000;100;
250408;1100;81,8875;
250408;1200;70,5825;
250408;1300;62,76;
250408;1400;61,825;
250408;1500;70,14;
250408;1600;75,175;
250408;1700;74,4875;
250408;1800;78,525;
250408;1900;81,5;
250408;2000;78,5425;
250408;2100;83,5;
250408;2200;88,625;
250408;2300;87,4;
250409;0000;85,85;
250409;0100;84,925;
250409;0200;89,1;
250409;0300;89,65;
250409;0400;95,675;
250409;0500;99,6;
250409;0600;100;
250409;0700;100;
250409;0800;100;
250409;0900;98,925;
250409;1000;83,635;
250409;1100;72,35;
250409;1200;61,8;
250409;1300;62,405;
250409;1400;63,0775;
250409;1500;56,22;
250409;1600;57,4725;
250409;1700;66,14;
250409;1800;71,95;
250409;1900;74,0625;
250409;2000;81,25;
250409;2100;89,725;
250409;2200;97,675;
250409;2300;100;
250410;0000;100;
250410;0100;100;
250410;0200;100;
250410;0300;100;
250410;0400;100;
250410;0500;100;
250410;0600;99,525;
250410;0700;87,75;
250410;0800;84,025;
250410;0900;78,0575;
250410;1000;66,835;
250410;1100;54,5275;
250410;1200;51,54;
250410;1300;50,165;
250410;1400;46,575;
250410;1500;45,1275;
250410;1600;47,295;
250410;1700;53,9725;
250410;1800;72,1901;
250410;1900;82,275;
250410;2000;84,9;
250410;2100;88,55;
250410;2200;92,2;
250410;2300;98,3;
250411;0000;100;
250411;0100;100;
250411;0200;100;
250411;0300;100;
250411;0400;100;
250411;0500;100;
250411;0600;100;
250411;0700;100;
250411;0800;100;
250411;0900;100;
250411;1000;88,6675;
250411;1100;57,07;
250411;1200;49,0425;
250411;1300;53,8167;
250411;1400;52,335;
250411;1500;57,3325;
250411;1600;59,4325;
250411;1700;62,805;
250411;1800;74,1375;
250411;1900;79,6375;
250411;2000;74,835;
250411;2100;79,0625;
250411;2200;81,9875;
250411;2300;89,75;
250412;0000;98,425;
250412;0100;100;
250412;0200;100;
250412;0300;100;
250412;0400;100;
250412;0500;100;
250412;0600;100;
250412;0700;100;
250412;0800;100;
250412;0900;89,165;
250412;1000;53,2925;
250412;1100;47,5525;
250412;1200;40,4775;
250412;1300;36,17;
250412;1400;34,6425;
250412;1500;40,5025;
250412;1600;43,62;
250412;1700;48,9175;
250412;1800;61,985;
250412;1900;67,13;
250412;2000;79,015;
250412;2100;86,925;
250412;2200;89,475;
250412;2300;92,4;
250413;0000;93,2;
250413;0100;95,275;
250413;0200;100;
250413;0300;100;
250413;0400;100;
250413;0500;100;
250413;0600;100;
250413;0700;100;
250413;0800;100;
250413;0900;100;
250413;1000;96;
250413;1100;74,52;
250413;1200;65,67;
250413;1300;60,8075;
250413;1400;58,5525;
250413;1500;61,1075;
250413;1600;66,4275;
250413;1700;71,4675;
250413;1800;77,925;
250413;1900;87,125;
250413;2000;90,975;
250413;2100;90,65;
250413;2200;91,75;
250413;2300;94,225;
250414;0000;99,4;
250414;0100;100;
250414;0200;100;
250414;0300;100;
250414;0400;100;
250414;0500;100;
250414;0600;100;
250414;0700;100;
250414;0800;100;
250414;0900;100;
250414;1000;100;
250414;1100;98,1;
250414;1200;92,575;
250414;1300;85,7;
250414;1400;84,1975;
250414;1500;77,6575;
250414;1600;81,4449;
250414;1700;82,6801;
250414;1800;90,175;
250414;1900;90,525;
250414;2000;94,15;
250414;2100;98,325;
250414;2200;100;
250414;2300;100;
250415;0000;100;
250415;0100;100;
250415;0200;100;
250415;0300;100;
250415;0400;100;
250415;0500;100;
250415;0600;96,5;
250415;0700;94,55;
250415;0800;94,775;
250415;0900;88,025;
250415;1000;80,2375;
250415;1100;74,245;
250415;1200;67,67;
250415;1300;61,9475;
250415;1400;53,42;
250415;1500;52,7775;
250415;1600;62,9225;
250415;1700;61,825;
250415;1800;76,3575;
250415;1900;89,65;
250415;2000;91,95;
250415;2100;94,65;
250415;2200;98,45;
250415;2300;100;
250416;0000;100;
250416;0100;100;
250416;0200;100;
250416;0300;100;
250416;0400;100;
250416;0500;100;
250416;0600;100;
250416;0700;100;
250416;0800;100;
250416;0900;100;
250416;1000;100;
250416;1100;100;
250416;1200;100;
250416;1300;97,825;
250416;1400;81,9725;
250416;1500;75,27;
250416;1600;74,8175;
250416;1700;74,0625;
250416;1800;75,1901;
250416;1900;77,835;
250416;2000;81,325;
250416;2100;84;
250416;2200;86,4;
250416;2300;91,775;
250417;0000;87,975;
250417;0100;83,35;
250417;0200;84,175;
250417;0300;89,65;
250417;0400;98,975;
250417;0500;100;
250417;0600;100;
250417;0700;100;
250417;0800;100;
250417;0900;99,425;
250417;1000;76,76;
250417;1100;51,1675;
250417;1200;42,2975;
250417;1300;42,2425;
250417;1400;41,6725;
250417;1500;43,58;
250417;1600;47,42;
250417;1700;49,065;
250417;1800;52,0675;
250417;1900;59,5925;
250417;2000;63,835;
250417;2100;64,9525;
250417;2200;64,255;
250417;2300;61,2525;
250418;0000;60,58;
250418;0100;58,9225;
250418;0200;56,9;
250418;0300;65,4;
250418;0400;68,995;
250418;0500;76,675;
250418;0600;84,5551;
250418;0700;92,925;
250418;0800;87,475;
250418;0900;72,4825;
250418;1000;55,325;
250418;1100;52,005;
250418;1200;37,205;
250418;1300;30,49;
250418;1400;33,5475;
250418;1500;35,0325;
250418;1600;34,47;
250418;1700;53,8525;
250418;1800;75,7375;
250418;1900;85,9;
250418;2000;85,95;
250418;2100;86,325;
250418;2200;87,525;
250418;2300;91,075;
250419;0000;94,175;
250419;0100;99,775;
250419;0200;100;
250419;0300;100;
250419;0400;100;
250419;0500;100;
250419;0600;100;
250419;0700;100;
250419;0800;100;
250419;0900;99;
250419;1000;77,48;
250419;1100;54,715;
250419;1200;44,335;
250419;1300;47,0125;
250419;1400;56,7125;
250419;1500;57,7825;
250419;1600;61,59;
250419;1700;66,765;
250419;1800;84,1625;
250419;1900;88,65;
250419;2000;91,175;
250419;2100;93,725;
250419;2200;99,25;
250419;2300;100;
250420;0000;100;
250420;0100;100;
250420;0200;100;
250420;0300;100;
250420;0400;100;
250420;0500;100;
250420;0600;100;
250420;0700;100;
250420;0800;100;
250420;0900;100;
250420;1000;100;
250420;1100;98,95;
250420;1200;78,0325;
250420;1300;76,405;
250420;1400;78,9;
250420;1500;78,895;
250420;1600;78,035;
250420;1700;81,8275;
250420;1800;86,15;
250420;1900;87,275;
250420;2000;89,45;
250420;2100;91,6;
250420;2200;92,55;
250420;2300;94,45;
250421;0000;94,225;
250421;0100;94,2;
250421;0200;95,3;
250421;0300;97,05;
250421;0400;99,6;
250421;0500;99,975;
250421;0600;100;
250421;0700;99,675;
250421;0800;96,975;
250421;0900;90,85;
250421;1000;87,175;
250421;1100;84,35;
250421;1200;82,7;
250421;1300;97,225;
250421;1400;100;
250421;1500;100;
250421;1600;100;
250421;1700;100;
250421;1800;100;
250421;1900;100;
250421;2000;100;
250421;2100;100;
250421;2200;100;
250421;2300;100;
250422;0000;100;
250422;0100;100;
250422;0200;100;
250422;0300;100;
250422;0400;100;
250422;0500;100;
250422;0600;100;
250422;0700;100;
250422;0800;100;
250422;0900;100;
250422;1000;100;
250422;1100;100;
250422;1200;100;
250422;1300;100;
250422;1400;100;
250422;1500;100;
250422;1600;100;
250422;1700;100;
250422;1800;100;
250422;1900;100;
250422;2000;100;
250422;2100;100;
250422;2200;100;
250422;2300;100;
250423;0000;100;
250423;0100;100;
250423;0200;100;
250423;0300;100;
250423;0400;100;
250423;0500;100;
250423;0600;100;
250423;0700;100;
250423;0800;100;
250423;0900;100;
250423;1000;100;
250423;1100;92,35;
250423;1200;80,89;
250423;1300;75,3051;
250423;1400;73,9225;
250423;1500;76,6375;
250423;1600;82,3625;
250423;1700;85,325;
250423;1800;87,45;
250423;1900;92,35;
250423;2000;97,325;
250423;2100;100;
250423;2200;100;
250423;2300;100;
250424;0000;100;
250424;0100;100;
250424;0200;100;
250424;0300;100;
250424;0400;100;
250424;0500;100;
250424;0600;100;
250424;0700;100;
250424;0800;100;
250424;0900;100;
250424;1000;89,175;
250424;1100;90,475;
250424;1200;97,425;
250424;1300;96,25;
250424;1400;93,525;
250424;1500;100;
250424;1600;92,125;
250424;1700;85,675;
250424;1800;89,55;
250424;1900;93,625;
250424;2000;98,075;
250424;2100;100;
250424;2200;100;
250424;2300;88,475;
250425;0000;92,2;
250425;0100;92,225;
250425;0200;89,975;
250425;0300;87,8;
250425;0400;86,125;
250425;0500;90,575;
250425;0600;98,675;
250425;0700;100;
250425;0800;98,925;
250425;0900;94,625;
250425;1000;82,775;
250425;1100;88;
250425;1200;78,04;
250425;1300;72,8875;
250425;1400;70,4175;
250425;1500;65,7225;
250425;1600;63,2275;
250425;1700;70,2275;
250425;1800;86,875;
250425;1900;92,6;
250425;2000;96,425;
250425;2100;100;
250425;2200;100;
250425;2300;100;
250426;0000;100;
250426;0100;100;
250426;0200;100;
250426;0300;100;
250426;0400;100;
250426;0500;100;
250426;0600;100;
250426;0700;100;
250426;0800;100;
250426;0900;100;
250426;1000;92,35;
250426;1100;73,12;
250426;1200;47,905;
250426;1300;44,625;
250426;1400;51,1075;
250426;1500;50,7475;
250426;1600;53,0475;
250426;1700;60,8875;
250426;1800;68,9325;
250426;1900;73,3925;
250426;2000;85,58;
250426;2100;93,1;
250426;2200;97,825;
250426;2300;100;
250427;0000;100;
250427;0100;100;
250427;0200;100;
250427;0300;100;
250427;0400;100;
250427;0500;100;
250427;0600;100;
250427;0700;100;
250427;0800;100;
250427;0900;98,325;
250427;1000;77,0275;
250427;1100;56,5225;
250427;1200;49,52;
250427;1300;45,5125;
250427;1400;40,8325;
250427;1500;49,2625;
250427;1600;49,865;
250427;1700;59,375;
250427;1800;70,1475;
250427;1900;72,6975;
250427;2000;76,8325;
250427;2100;78,745;
250427;2200;82,4;
250427;2300;87,4;
250428;0000;93,45;
250428;0100;97,95;
250428;0200;99,075;
250428;0300;100;
250428;0400;100;
250428;0500;100;
250428;0600;100;
250428;0700;100;
250428;0800;100;
250428;0900;95,025;
250428;1000;80,765;
250428;1100;65,6801;
250428;1200;62,45;
250428;1300;55,3225;
250428;1400;49,765;
250428;1500;52,06;
250428;1600;57,2825;
250428;1700;69,715;
250428;1800;80,6;
250428;1900;83,75;
250428;2000;90,675;
250428;2100;97,85;
250428;2200;100;
250428;2300;100;
250429;0000;100;
250429;0100;100;
250429;0200;100;
250429;0300;100;
250429;0400;96,625;
250429;0500;98,9;
250429;0600;94,125;
250429;0700;90,05;
250429;0800;88,45;
250429;0900;90,425;
250429;1000;86,525;
250429;1100;82,425;
250429;1200;80,8676;
250429;1300;79,4401;
250429;1400;79,285;
250429;1500;75,7025;
250429;1600;72,2275;
250429;1700;79,0925;
250429;1800;90,6;
250429;1900;97,475;
250429;2000;100;
250429;2100;100;
250429;2200;100;
250429;2300;100;
250430;0000;100;
250430;0100;100;
250430;0200;100;
250430;0300;100;
250430;0400;100;
250430;0500;100;
250430;0600;100;
250430;0700;100;
250430;0800;100;
250430;0900;100;
250430;1000;97,45;
250430;1100;90,825;
250430;1200;81,0725;
250430;1300;73,59;
250430;1400;69,63;
250430;1500;70,535;
250430;1600;71,6276;
250430;1700;69,6675;
250430;1800;76,665;
250430;1900;72,0475;
250430;2000;70,02;
250430;2100;69,845;
250430;2200;77,4175;
250430;2300;97,975;
250501;0000;99,75;
250501;0100;100;
250501;0200;100;
250501;0300;100;
250501;0400;100;
250501;0500;100;
250501;0600;100;
250501;0700;100;
250501;0800;100;
250501;0900;99,775;
250501;1000;82,6675;
250501;1100;71,48;
250501;1200;70,995;
250501;1300;66,96;
250501;1400;62,89;
250501;1500;64,145;
250501;1600;61,5525;
250501;1700;78,8275;
250501;1800;88,575;
250501;1900;94,1;
250501;2000;100;
250501;2100;100;
250501;2200;100;
250501;2300;100;
250502;0000;100;
250502;0100;100;
250502;0200;100;
250502;0300;100;
250502;0400;100;
250502;0500;100;
250502;0600;100;
250502;0700;100;
250502;0800;100;
250502;0900;100;
250502;1000;99,75;
250502;1100;79,9976;
250502;1200;69,4775;
250502;1300;53,6125;
250502;1400;51,485;
250502;1500;54,5425;
250502;1600;59,51;
250502;1700;66,325;
250502;1800;78,14;
250502;1900;74,1075;
250502;2000;82,1075;
250502;2100;91,525;
250502;2200;93,4;
250502;2300;99,825;
250503;0000;100;
250503;0100;100;
250503;0200;100;
250503;0300;100;
250503;0400;100;
250503;0500;100;
250503;0600;100;
250503;0700;100;
250503;0800;100;
250503;0900;98,475;
250503;1000;81,7;
250503;1100;85,275;
250503;1200;81,4449;
250503;1300;81,7825;
250503;1400;89,825;
250503;1500;96,075;
250503;1600;100;
250503;1700;100;
250503;1800;100;
250503;1900;100;
250503;2000;100;
250503;2100;96,225;
250503;2200;92,225;
250503;2300;99,85;
250504;0000;99,225;
250504;0100;88,1;
250504;0200;92,025;
250504;0300;99,05;
250504;0400;100;
250504;0500;100;
250504;0600;100;
250504;0700;100;
250504;0800;100;
250504;0900;89,2;
250504;1000;79,2775;
250504;1100;63,53;
250504;1200;56,73;
250504;1300;56,095;
250504;1400;54,48;
250504;1500;49,2;
250504;1600;58,7675;
250504;1700;65,5625;
250504;1800;74,5175;
250504;1900;78,6625;
250504;2000;79,955;
250504;2100;86,925;
250504;2200;99,075;
250504;2300;100;
250505;0000;100;
250505;0100;100;
250505;0200;100;
250505;0300;100;
250505;0400;100;
250505;0500;100;
250505;0600;100;
250505;0700;100;
250505;0800;100;
250505;0900;100;
250505;1000;100;
250505;1100;;
250505;1200;;
250505;1300;42,9675;
250505;1400;47,745;
250505;1500;50,3175;
250505;1600;55,7975;
250505;1700;59,335;
250505;1800;81,1949;
250505;1900;88,8;
250505;2000;91,075;
250505;2100;93,75;
250505;2200;94,775;
250505;2300;98,8;
250506;0000;100;
250506;0100;100;
250506;0200;100;
250506;0300;100;
250506;0400;100;
250506;0500;100;
250506;0600;100;
250506;0700;100;
250506;0800;94,325;
250506;0900;92,6;
250506;1000;98,075;
250506;1100;99,35;
250506;1200;100;
250506;1300;100;
250506;1400;100;
250506;1500;100;
250506;1600;100;
250506;1700;100;
250506;1800;100;
250506;1900;100;
250506;2000;100;
250506;2100;100;
250506;2200;100;
250506;2300;100;
250507;0000;100;
250507;0100;100;
250507;0200;100;
250507;0300;100;
250507;0400;100;
250507;0500;100;
250507;0600;100;
250507;0700;100;
250507;0800;100;
250507;0900;100;
250507;1000;100;
250507;1100;100;
250507;1200;100;
250507;1300;100;
250507;1400;100;
250507;1500;91,625;
250507;1600;84,45;
250507;1700;90,15;
250507;1800;98,7;
250507;1900;100;
250507;2000;100;
250507;2100;100;
250507;2200;100;
250507;2300;100;
250508;0000;100;
250508;0100;100;
250508;0200;100;
250508;0300;100;
250508;0400;100;
250508;0500;100;
250508;0600;100;
250508;0700;100;
250508;0800;100;
250508;0900;100;
250508;1000;93,225;
250508;1100;90,225;
250508;1200;85,425;
250508;1300;81,1333;
250508;1400;;
250508;1500;87,325;
250508;1600;86,05;
250508;1700;98,875;
250508;1800;94;
250508;1900;98,7;
250508;2000;100;
250508;2100;100;
250508;2200;100;
250508;2300;100;
250509;0000;100;
250509;0100;100;
250509;0200;100;
250509;0300;98,475;
250509;0400;98,2;
250509;0500;100;
250509;0600;100;
250509;0700;100;
250509;0800;100;
250509;0900;100;
250509;1000;98,475;
250509;1100;85,55;
250509;1200;81,9;
250509;1300;79,7533;
250509;1400;;
250509;1500;;
250509;1600;;
250509;1700;85,85;
250509;1800;94;
250509;1900;100;
250509;2000;100;
250509;2100;100;
250509;2200;100;
250509;2300;100;
250510;0000;100;
250510;0100;100;
250510;0200;100;
250510;0300;100;
250510;0400;100;
250510;0500;100;
250510;0600;100;
250510;0700;100;
250510;0800;100;
250510;0900;99,55;
250510;1000;88,475;
250510;1100;77,41;
250510;1200;52,9775;
250510;1300;44,2025;
250510;1400;45,5325;
250510;1500;49,87;
250510;1600;60,71;
250510;1700;76,605;
250510;1800;90,85;
250510;1900;99,775;
250510;2000;100;
250510;2100;100;
250510;2200;100;
250510;2300;100;
250511;0000;100;
250511;0100;100;
250511;0200;100;
250511;0300;100;
250511;0400;100;
250511;0500;100;
250511;0600;100;
250511;0700;100;
250511;0800;100;
250511;0900;98,475;
250511;1000;88,575;
250511;1100;80,63;
250511;1200;83,8;
250511;1300;90,825;
250511;1400;95,275;
250511;1500;91,125;
250511;1600;89,05;
250511;1700;90,25;
250511;1800;90,25;
250511;1900;90,05;
250511;2000;88,175;
250511;2100;86,725;
250511;2200;85,9;
250511;2300;86,825;
250512;0000;87,975;
250512;0100;87,275;
250512;0200;92,475;
250512;0300;94,825;
250512;0400;99,025;
250512;0500;100;
250512;0600;100;
250512;0700;100;
250512;0800;100;
250512;0900;92,575;
250512;1000;77,62;
250512;1100;64,7275;
250512;1200;55,195;
250512;1300;51,835;
250512;1400;51,305;
250512;1500;55,38;
250512;1600;60,325;
250512;1700;76,2075;
250512;1800;88,5;
250512;1900;96,85;
250512;2000;100;
250512;2100;100;
250512;2200;100;
250512;2300;100;
250513;0000;100;
250513;0100;100;
250513;0200;100;
250513;0300;100;
250513;0400;100;
250513;0500;100;
250513;0600;100;
250513;0700;100;
250513;0800;100;
250513;0900;100;
250513;1000;100;
250513;1100;98,75;
250513;1200;82,705;
250513;1300;75,5074;
250513;1400;74,5925;
250513;1500;79,1949;
250513;1600;84,05;
250513;1700;90,025;
250513;1800;91,975;
250513;1900;93,475;
250513;2000;99,4;
250513;2100;100;
250513;2200;100;
250513;2300;100;
250514;0000;100;
250514;0100;100;
250514;0200;100;
250514;0300;100;
250514;0400;100;
250514;0500;100;
250514;0600;100;
250514;0700;100;
250514;0800;98,95;
250514;0900;85,55;
250514;1000;82,6125;
250514;1100;68,52;
250514;1200;61,6725;
250514;1300;61,3825;
250514;1400;55,77;
250514;1500;58,2075;
250514;1600;57,5375;
250514;1700;69,1675;
250514;1800;74,3101;
250514;1900;75,5875;
250514;2000;75,6625;
250514;2100;79,5026;
250514;2200;84,8;
250514;2300;94,75;
250515;0000;100;
250515;0100;100;
250515;0200;100;
250515;0300;100;
250515;0400;100;
250515;0500;100;
250515;0600;100;
250515;0700;100;
250515;0800;100;
250515;0900;100;
250515;1000;100;
250515;1100;92,35;
250515;1200;72,265;
250515;1300;71,7476;
250515;1400;70,745;
250515;1500;61,305;
250515;1600;63,965;
250515;1700;80,3225;
250515;1800;86,5;
250515;1900;96;
250515;2000;100;
250515;2100;100;
250515;2200;100;
250515;2300;100;
250516;0000;100;
250516;0100;100;
250516;0200;100;
250516;0300;100;
250516;0400;100;
250516;0500;100;
250516;0600;100;
250516;0700;100;
250516;0800;100;
250516;0900;98,2;
250516;1000;88,025;
250516;1100;79,5325;
250516;1200;75,1;
250516;1300;76,0675;
250516;1400;82,1;
250516;1500;80,9525;
250516;1600;89,3;
250516;1700;99,4;
250516;1800;99,6;
250516;1900;92,125;
250516;2000;89;
250516;2100;95,6;
250516;2200;99,875;
250516;2300;100;
250517;0000;100;
250517;0100;100;
250517;0200;100;
250517;0300;100;
250517;0400;97,725;
250517;0500;88,525;
250517;0600;97,475;
250517;0700;100;
250517;0800;100;
250517;0900;92,3;
250517;1000;86,425;
250517;1100;69,9475;
250517;1200;64,585;
250517;1300;56,3325;
250517;1400;56,455;
250517;1500;57,6525;
250517;1600;66,3425;
250517;1700;83,735;
250517;1800;88;
250517;1900;91,725;
250517;2000;96,05;
250517;2100;100;
250517;2200;100;
250517;2300;100;
250518;0000;100;
250518;0100;100;
250518;0200;100;
250518;0300;100;
250518;0400;100;
250518;0500;100;
250518;0600;100;
250518;0700;100;
250518;0800;100;
250518;0900;100;
250518;1000;98,6;
250518;1100;84,735;
250518;1200;73,9325;
250518;1300;63,35;
250518;1400;66,2675;
250518;1500;66,2476;
250518;1600;76,9325;
